Year,SOIL_DATE,Plot,Core,Depth,SLSND,SLSLT,SLCLY,SLSND2,SLSLT2,SLCLY2,UTMX,UTMY
2017,2017-03-01,B16,2017-b16,140,61.8,22.3,15.9,72.5,22.7,4.8,408678.94,3660405.92
2017,2017-03-01,B16,2017-b16,180,59.9,15.7,24.4,70.7,15.6,13.7,408678.94,3660405.92
2017,2017-03-01,B17,2017-b17,20,60.1,20.0,19.9,67.6,21.2,11.2,408663.9,3660406.15
2017,2017-03-01,B17,2017-b17,60,63.1,20.7,16.2,71.6,21.0,7.4,408663.9,3660406.15
2017,2017-03-01,B17,2017-b17,100,68.8,17.0,14.2,76.8,15.9,7.3,408663.9,3660406.15
2017,2017-03-01,B17,2017-b17,140,67.8,17.0,15.2,74.8,18.1,7.1,408663.9,3660406.15
2017,2017-03-01,B18,2017-b18,20,54.5,19.7,25.9,62.3,22.8,15.0,408664.42,3660427.14
2017,2017-03-01,B18,2017-b18,60,56.4,16.3,27.2,66.2,16.3,17.5,408664.42,3660427.14
2017,2017-03-01,B18,2017-b18,100,57.2,22.9,19.9,68.2,25.6,6.2,408664.42,3660427.14
2017,2017-03-01,B18,2017-b18,140,50.4,16.3,33.2,56.5,24.2,19.2,408664.42,3660427.14
2017,2017-03-01,B18,2017-b18,180,73.8,13.0,13.2,80.9,14.0,5.1,408664.42,3660427.14
2017,2017-03-01,B19,2017-b19,20,51.5,16.7,31.9,59.1,21.1,19.8,408665.31,3660487.16
2017,2017-03-01,B19,2017-b19,60,51.4,25.3,23.2,60.0,28.7,11.3,408665.31,3660487.16
2017,2017-03-01,B19,2017-b19,100,52.8,18.0,29.2,60.4,23.6,16.0,408665.31,3660487.16
2017,2017-03-01,B19,2017-b19,140,54.1,22.7,23.2,61.3,26.1,12.6,408665.31,3660487.16
2017,2017-03-01,B19,2017-b19,180,63.4,20.3,16.2,71.5,21.8,6.7,408665.31,3660487.16
2017,2017-03-01,B20,2017-b20,20,51.1,17.7,31.2,59.1,21.7,19.2,408666.28,3660547.18
2017,2017-03-01,B20,2017-b20,60,55.8,20.0,24.2,65.0,21.2,13.8,408666.28,3660547.18
2017,2017-03-01,B20,2017-b20,100,37.8,21.4,40.8,47.7,28.2,24.1,408666.28,3660547.18
2017,2017-03-01,B20,2017-b20,140,57.4,28.3,14.2,65.2,28.1,6.7,408666.28,3660547.18
2017,2017-03-01,B20,2017-b20,180,59.8,15.3,24.9,68.7,19.8,11.6,408666.28,3660547.18
2017,2017-03-01,B21,2017-b21,20,54.8,18.0,27.2,62.4,21.1,16.4,408666.65,3660579.57
2017,2017-03-01,B21,2017-b21,60,56.1,13.7,30.2,64.3,14.8,20.9,408666.65,3660579.57
2017,2017-03-01,B21,2017-b21,100,63.4,12.3,24.2,69.8,14.7,15.5,408666.65,3660579.57
2017,2017-03-01,B21,2017-b21,140,60.1,12.0,27.9,68.6,14.3,17.1,408666.65,3660579.57
2017,2017-03-01,B22,2017-b22,20,55.8,26.0,18.2,63.5,28.1,8.4,408681.62,3660579.35
2017,2017-03-01,B22,2017-b22,60,56.4,13.3,30.2,65.2,15.3,19.5,408681.62,3660579.35
2017,2017-03-01,B22,2017-b22,100,47.1,17.0,35.9,54.2,23.0,22.8,408681.62,3660579.35
2017,2017-03-01,B22,2017-b22,140,47.8,29.0,23.2,55.6,32.3,12.2,408681.62,3660579.35
2017,2017-03-01,B22,2017-b22,180,54.8,20.3,24.9,64.1,22.9,13.0,408681.62,3660579.35
2017,2017-03-01,B23,2017-b23,20,54.8,24.0,21.2,62.4,25.5,12.1,408710.06,3660578.9
2017,2017-03-01,B23,2017-b23,60,53.1,18.7,28.2,61.2,20.6,18.1,408710.06,3660578.9
2017,2017-03-01,B23,2017-b23,100,67.8,15.3,16.9,76.7,13.4,9.9,408710.06,3660578.9
2017,2017-03-01,B23,2017-b23,140,65.5,18.7,15.9,73.7,18.6,7.7,408710.06,3660578.9
2017,2017-03-01,B23,2017-b23,180,65.8,19.7,14.5,75.6,18.6,5.8,408710.06,3660578.9
2017,2017-03-01,B24,2017-b24,20,55.8,19.0,25.2,63.5,22.2,14.3,408738.57999999996,3660578.45
2017,2017-03-01,B24,2017-b24,60,56.8,13.0,30.2,64.5,16.3,19.2,408738.57999999996,3660578.45
2017,2017-03-01,B24,2017-b24,100,66.4,16.3,17.2,73.8,18.0,8.1,408738.57999999996,3660578.45
2017,2017-03-01,B24,2017-b24,140,49.8,22.3,27.9,57.9,27.3,14.9,408738.57999999996,3660578.45
2017,2017-03-01,B24,2017-b24,180,54.1,12.7,33.2,65.3,15.7,19.0,408738.57999999996,3660578.45
2017,2017-03-01,B25,2017-b25,20,47.8,20.0,32.2,57.6,23.0,19.5,408766.8,3660578.0
2017,2017-03-01,B25,2017-b25,60,52.8,18.7,28.5,65.9,17.0,17.0,408766.8,3660578.0
2017,2017-03-01,B25,2017-b25,100,55.5,20.0,24.5,64.6,22.1,13.4,408766.8,3660578.0
2017,2017-03-01,B25,2017-b25,140,43.6,22.3,34.2,51.3,31.7,17.0,408766.8,3660578.0
2017,2017-03-01,B25,2017-b25,180,53.8,16.0,30.2,62.5,18.1,19.4,408766.8,3660578.0
2017,2017-03-01,B26,2017-b26,20,52.1,23.0,24.9,60.2,26.2,13.6,408795.25,3660577.56
2017,2017-03-01,B26,2017-b26,60,58.5,14.7,26.9,66.4,16.8,16.8,408795.25,3660577.56
2017,2017-03-01,B26,2017-b26,100,60.8,17.7,21.5,69.4,19.6,11.0,408795.25,3660577.56
2017,2017-03-01,B26,2017-b26,140,43.4,25.1,31.5,51.6,33.0,15.5,408795.25,3660577.56
2017,2017-03-01,B26,2017-b26,180,57.5,22.4,20.2,67.3,23.7,9.0,408795.25,3660577.56
2017,2017-03-01,B27,2017-b27,20,52.5,19.7,27.9,60.2,23.1,16.7,408823.62,3660577.19
2017,2017-03-01,B27,2017-b27,60,52.8,24.4,22.9,60.9,26.7,12.5,408823.62,3660577.19
2017,2017-03-01,B27,2017-b27,100,50.8,26.4,22.9,58.3,29.9,11.7,408823.62,3660577.19
2017,2017-03-01,B27,2017-b27,140,63.7,18.7,17.5,72.5,20.6,7.0,408823.62,3660577.19
2017,2017-03-01,B27,2017-b27,180,56.1,18.0,25.9,65.3,18.5,16.2,408823.62,3660577.19
2017,2017-03-01,B28,2017-b28,20,54.1,24.3,21.5,62.2,25.8,12.0,408852.06,3660576.74
2017,2017-03-01,B28,2017-b28,60,55.1,17.3,27.5,64.3,19.6,16.1,408852.06,3660576.74
2017,2017-03-01,B28,2017-b28,100,66.8,15.7,17.5,74.8,16.3,8.8,408852.06,3660576.74
2017,2017-03-01,B28,2017-b28,140,61.1,16.3,22.5,70.6,16.7,12.7,408852.06,3660576.74
2017,2017-03-01,B28,2017-b28,180,62.1,21.0,16.9,71.5,21.8,6.7,408852.06,3660576.74
2017,2017-03-01,B29,2017-b29,20,53.5,24.0,22.5,61.2,24.1,14.7,408879.76,3660576.29
2017,2017-03-01,B29,2017-b29,60,51.8,21.7,26.5,60.4,22.6,17.0,408879.76,3660576.29
2017,2017-03-01,B29,2017-b29,100,62.5,21.0,16.5,69.5,23.1,7.4,408879.76,3660576.29
2017,2017-03-01,B29,2017-b29,140,69.8,18.7,11.5,78.8,16.9,4.3,408879.76,3660576.29
2017,2017-03-01,B29,2017-b29,180,68.1,16.4,15.5,75.8,17.6,6.6,408879.76,3660576.29
2017,2017-03-01,B30,2017-b30,20,55.9,17.6,26.5,63.3,19.0,17.7,408907.16,3660575.92
2017,2017-03-01,B30,2017-b30,60,58.9,17.6,23.5,66.5,20.0,13.6,408907.16,3660575.92
2017,2017-03-01,B30,2017-b30,100,48.2,17.2,34.5,54.3,26.0,19.7,408907.16,3660575.92
2017,2017-03-01,B30,2017-b30,140,40.7,15.7,43.6,48.8,21.0,30.2,408907.16,3660575.92
2017,2017-03-01,B30,2017-b30,180,60.8,20.7,18.5,68.4,22.2,9.4,408907.16,3660575.92
2017,2017-03-01,B31,2017-b31,20,53.8,19.3,26.9,61.1,21.9,17.1,408935.87,3660575.4400000004
2017,2017-03-01,B31,2017-b31,60,58.2,18.0,23.8,63.6,21.6,14.9,408935.87,3660575.4400000004
2017,2017-03-01,B31,2017-b31,100,44.2,23.0,32.8,47.5,34.2,18.3,408935.87,3660575.4400000004
2017,2017-03-01,B31,2017-b31,140,51.2,17.0,31.8,54.7,28.1,17.3,408935.87,3660575.4400000004
2017,2017-03-01,B31,2017-b31,180,67.4,8.3,24.2,72.8,12.1,15.0,408935.87,3660575.4400000004
2017,2017-03-01,B32,2017-b32,20,55.1,20.4,24.5,63.3,21.7,15.1,408964.39,3660574.99
2017,2017-03-01,B32,2017-b32,60,54.1,21.0,24.9,65.3,18.6,16.2,408964.39,3660574.99
2017,2017-03-01,B32,2017-b32,100,47.1,18.0,34.9,55.2,24.6,20.2,408964.39,3660574.99
2017,2017-03-01,B32,2017-b32,140,56.8,20.4,22.9,65.5,23.5,11.0,408964.39,3660574.99
2017,2017-03-01,B32,2017-b32,180,69.4,14.7,15.9,77.9,14.3,7.8,408964.39,3660574.99
2017,2017-03-01,B33,2017-b33,20,57.1,19.4,23.5,67.1,19.6,13.3,408996.85,3660574.54
2017,2017-03-01,B33,2017-b33,60,58.5,20.0,21.5,67.4,22.9,9.7,408996.85,3660574.54
2017,2017-03-01,B33,2017-b33,100,56.5,21.0,22.5,66.3,23.4,10.3,408996.85,3660574.54
2017,2017-03-01,B33,2017-b33,140,65.1,19.0,15.9,72.7,18.8,8.6,408996.85,3660574.54
2017,2017-03-01,B33,2017-b33,180,73.8,13.7,12.5,82.9,11.1,6.0,408996.85,3660574.54
2017,2017-03-01,B34,2017-b34,20,62.5,17.0,20.5,72.5,17.4,10.0,409027.31,3660574.1
2017,2017-03-01,B34,2017-b34,60,67.5,13.0,19.5,76.7,11.7,11.6,409027.31,3660574.1
2017,2017-03-01,B34,2017-b34,100,52.1,22.4,25.5,61.4,24.3,14.3,409027.31,3660574.1
2017,2017-03-01,B34,2017-b34,140,70.5,16.0,13.5,78.8,16.8,4.4,409027.31,3660574.1
2017,2017-03-01,B34,2017-b34,180,71.1,13.4,15.5,78.9,14.3,6.8,409027.31,3660574.1
2017,2017-03-16,N1,2017-n1,20,55.8,20.0,24.2,63.6,25.2,11.3,408680.55,3660546.9900000007
2017,2017-03-16,N1,2017-n1,60,57.5,17.3,25.2,66.4,19.2,14.5,408680.55,3660546.9900000007
2017,2017-03-16,N1,2017-n1,100,65.1,19.0,15.9,75.5,15.6,8.9,408680.55,3660546.9900000007
2017,2017-03-16,N1,2017-n1,140,59.1,24.0,16.9,69.2,21.6,9.2,408680.55,3660546.9900000007
2017,2017-03-16,N1,2017-n1,180,63.5,19.7,16.9,74.4,16.5,9.2,408680.55,3660546.9900000007
2017,2017-03-16,N2,2017-n2,20,51.8,21.3,26.9,62.0,23.1,15.0,408679.68,3660486.93
2017,2017-03-16,N2,2017-n2,60,52.8,22.3,24.9,63.0,24.1,12.9,408679.68,3660486.93
2017,2017-03-16,N2,2017-n2,100,59.1,25.0,15.9,70.2,22.7,7.1,408679.68,3660486.93
2017,2017-03-16,N2,2017-n2,140,55.8,26.3,17.9,65.2,27.2,7.7,408679.68,3660486.93
2017,2017-03-16,N2,2017-n2,180,64.5,19.7,15.9,73.6,19.0,7.4,408679.68,3660486.93
2017,2017-03-16,N3,2017-n3,20,54.2,21.6,24.2,65.3,22.1,12.6,408678.73,3660426.9600000004
2017,2017-03-16,N3,2017-n3,60,56.9,21.0,22.2,67.5,21.2,11.3,408678.73,3660426.9600000004
2017,2017-03-16,N3,2017-n3,100,54.9,19.0,26.2,65.4,20.7,13.9,408678.73,3660426.9600000004
2017,2017-03-16,N3,2017-n3,140,57.5,14.6,27.9,69.3,15.7,15.0,408678.73,3660426.9600000004
2017,2017-03-16,N3,2017-n3,180,64.5,16.3,19.2,73.7,18.6,7.7,408678.73,3660426.9600000004
2017,2017-03-16,N4,2017-n4,20,53.8,13.3,32.9,64.1,14.4,21.5,408707.48,3660446.4499999997
2017,2017-03-16,N4,2017-n4,60,56.8,19.1,24.2,68.2,18.8,13.0,408707.48,3660446.4499999997
2017,2017-03-16,N4,2017-n4,100,56.5,20.3,23.2,67.3,21.4,11.3,408707.48,3660446.4499999997
2017,2017-03-16,N4,2017-n4,140,57.1,18.7,24.2,68.4,18.6,13.0,408707.48,3660446.4499999997
2017,2017-03-16,N4,2017-n4,180,67.8,9.7,22.5,78.8,8.3,12.9,408707.48,3660446.4499999997
2017,2017-03-16,N5,2017-n5,20,53.2,15.7,31.2,61.3,20.3,18.4,408708.72,3660526.5
2017,2017-03-16,N5,2017-n5,60,55.1,13.7,31.2,63.4,16.8,19.8,408708.72,3660526.5
2017,2017-03-16,N5,2017-n5,100,64.9,17.0,18.2,74.9,17.4,7.7,408708.72,3660526.5
2017,2017-03-16,N5,2017-n5,140,68.5,13.3,18.2,78.0,13.9,8.1,408708.72,3660526.5
2017,2017-03-16,N5,2017-n5,180,69.5,10.3,20.2,79.0,11.1,9.9,408708.72,3660526.5
2017,2017-03-16,N6,2017-n6,20,52.8,24.0,23.2,60.5,26.9,12.6,408723.59,3660566.27
2017,2017-03-16,N6,2017-n6,60,55.2,18.7,26.2,63.4,21.2,15.4,408723.59,3660566.27
2017,2017-03-16,N6,2017-n6,100,59.8,23.0,17.2,70.4,21.5,8.1,408723.59,3660566.27
2017,2017-03-16,N6,2017-n6,140,58.8,22.0,19.2,66.6,24.7,8.7,408723.59,3660566.27
2017,2017-03-16,N6,2017-n6,180,63.2,15.7,21.2,71.7,18.3,10.0,408723.59,3660566.27
2017,2017-03-16,N7,2017-n7,20,51.8,22.0,26.2,59.4,26.2,14.3,408722.35000000003,3660486.2199999997
2017,2017-03-16,N7,2017-n7,60,53.5,20.3,26.2,62.2,20.3,17.5,408722.35000000003,3660486.2199999997
2017,2017-03-16,N7,2017-n7,100,49.2,28.7,22.2,59.6,30.2,10.1,408722.35000000003,3660486.2199999997
2017,2017-03-16,N7,2017-n7,140,55.8,24.0,20.2,66.2,23.8,10.0,408722.35000000003,3660486.2199999997
2017,2017-03-16,N7,2017-n7,180,60.5,25.4,14.2,68.5,25.7,5.8,408722.35000000003,3660486.2199999997
2017,2017-03-16,N8,2017-n8,20,51.2,18.9,29.9,59.2,23.1,17.7,408735.9799999999,3660446.08
2017,2017-03-16,N8,2017-n8,60,47.8,26.3,25.9,56.7,28.9,14.3,408735.9799999999,3660446.08
2017,2017-03-16,N8,2017-n8,100,47.8,28.3,23.9,56.7,30.4,12.9,408735.9799999999,3660446.08
2017,2017-03-16,N8,2017-n8,140,51.8,25.3,22.9,61.0,27.7,11.3,408735.9799999999,3660446.08
2017,2017-03-16,N8,2017-n8,180,55.2,23.9,20.9,63.4,26.2,10.4,408735.9799999999,3660446.08
2017,2017-03-16,N9,2017-n9,20,50.1,16.4,33.5,58.7,18.1,23.2,408737.22,3660526.1200000006
2017,2017-03-16,N9,2017-n9,60,46.8,19.0,34.2,54.1,23.8,22.1,408737.22,3660526.1200000006
2017,2017-03-16,N9,2017-n9,100,34.1,21.4,44.5,41.4,29.7,28.9,408737.22,3660526.1200000006
2017,2017-03-16,N9,2017-n9,140,52.8,25.0,22.2,62.0,31.2,6.7,408737.22,3660526.1200000006
2017,2017-03-16,N9,2017-n9,180,56.2,21.7,22.2,64.4,26.6,8.9,408737.22,3660526.1200000006
2017,2017-03-16,N10,2017-n10,20,50.8,23.0,26.2,57.4,28.4,14.2,408766.09,3660565.65
2017,2017-03-16,N10,2017-n10,60,57.5,18.3,24.2,65.4,20.6,14.0,408766.09,3660565.65
2017,2017-03-16,N10,2017-n10,100,66.5,11.3,22.2,74.8,12.5,12.7,408766.09,3660565.65
2017,2017-03-16,N10,2017-n10,140,68.8,9.1,22.2,75.9,10.3,13.9,408766.09,3660565.65
2017,2017-03-16,N10,2017-n10,180,60.5,21.3,18.2,68.5,23.2,8.2,408766.09,3660565.65
2017,2017-03-16,N11,2017-n11,20,51.2,20.7,28.2,60.2,22.8,17.0,408764.85,3660485.6
2017,2017-03-16,N11,2017-n11,60,55.2,21.7,23.2,63.4,24.3,12.3,408764.85,3660485.6
2017,2017-03-16,N11,2017-n11,100,53.8,27.0,19.2,61.5,29.8,8.7,408764.85,3660485.6
2017,2017-03-16,N11,2017-n11,140,51.2,24.7,24.2,59.2,29.6,11.1,408764.85,3660485.6
2017,2017-03-16,N11,2017-n11,180,71.2,13.9,14.9,80.0,13.9,6.1,408764.85,3660485.6
2017,2017-03-16,N12,2017-n12,20,53.1,20.0,26.9,62.9,20.7,16.4,408778.48,3660445.46
2017,2017-03-16,N12,2017-n12,60,64.1,17.0,18.9,74.5,14.4,11.2,408778.48,3660445.46
2017,2017-03-16,N12,2017-n12,100,63.2,18.7,18.2,71.7,19.9,8.4,408778.48,3660445.46
2017,2017-03-16,N12,2017-n12,140,55.2,21.7,23.2,63.4,24.3,12.3,408778.48,3660445.46
2017,2017-03-16,N12,2017-n12,180,71.2,14.7,14.2,80.0,13.5,6.6,408778.48,3660445.46
2017,2017-03-16,N13,2017-n13,20,53.2,20.7,26.2,62.3,23.0,14.7,408779.72,3660525.38
2017,2017-03-16,N13,2017-n13,60,56.2,19.7,24.2,65.4,22.2,12.3,408779.72,3660525.38
2017,2017-03-16,N13,2017-n13,100,46.5,25.4,28.2,53.9,30.4,15.7,408779.72,3660525.38
2017,2017-03-16,N14,2017-n14,20,51.8,18.0,30.2,59.4,22.3,18.2,408794.59,3660565.16
2017,2017-03-16,N14,2017-n14,60,55.5,19.3,25.2,64.3,20.6,15.1,408794.59,3660565.16
2017,2017-03-16,N14,2017-n14,100,52.8,24.0,23.2,62.0,26.7,11.3,408794.59,3660565.16
2017,2017-03-16,N14,2017-n14,140,53.8,25.0,21.2,63.1,28.1,8.8,408794.59,3660565.16
2017,2017-03-16,N14,2017-n14,180,58.2,18.7,23.2,66.5,22.6,10.9,408794.59,3660565.16
2017,2017-03-16,N15,2017-n15,20,52.5,22.3,25.2,62.1,24.5,13.3,408793.35,3660485.23
2017,2017-03-16,N15,2017-n15,60,57.2,20.7,22.2,66.5,21.5,12.0,408793.35,3660485.23
2017,2017-03-16,N15,2017-n15,100,57.8,24.0,18.2,67.3,24.5,8.2,408793.35,3660485.23
2017,2017-03-16,N15,2017-n15,140,53.8,25.0,21.2,63.1,27.4,9.5,408793.35,3660485.23
2017,2017-03-16,N15,2017-n15,180,70.8,14.0,15.2,79.0,14.7,6.4,408793.35,3660485.23
2017,2017-03-16,N16,2017-n16,20,57.5,22.3,20.2,67.4,22.6,10.0,408821.11,3660444.71
2017,2017-03-16,N16,2017-n16,60,62.2,18.7,19.2,70.7,19.2,10.1,408821.11,3660444.71
2017,2017-03-16,N16,2017-n16,100,51.8,25.0,23.2,61.0,28.5,10.5,408821.11,3660444.71
2017,2017-03-16,N16,2017-n16,140,58.2,25.7,16.2,69.3,24.1,6.7,408821.11,3660444.71
2017,2017-03-16,N16,2017-n16,180,67.2,16.7,16.2,76.8,16.8,6.4,408821.11,3660444.71
2017,2017-03-16,N17,2017-n17,20,51.1,19.7,29.2,61.1,20.8,18.1,408822.35000000003,3660524.76
2017,2017-03-16,N17,2017-n17,60,56.1,18.7,25.2,66.3,17.2,16.5,408822.35000000003,3660524.76
2017,2017-03-16,N17,2017-n17,100,65.1,18.7,16.2,75.7,15.8,8.6,408822.35000000003,3660524.76
2017,2017-03-16,N17,2017-n17,140,62.1,17.7,20.2,72.5,15.6,11.9,408822.35000000003,3660524.76
2017,2017-03-16,N17,2017-n17,180,65.8,14.1,20.2,75.7,12.7,11.6,408822.35000000003,3660524.76
2017,2017-03-16,N18,2017-n18,20,54.1,19.7,26.2,64.2,19.0,16.8,408837.1,3660564.54
2017,2017-03-16,N18,2017-n18,60,54.8,17.0,28.2,64.4,18.2,17.4,408837.1,3660564.54
2017,2017-03-16,N18,2017-n18,100,59.1,23.7,17.2,68.6,22.8,8.7,408837.1,3660564.54
2017,2017-03-16,N18,2017-n18,140,55.5,21.7,22.9,65.3,22.7,12.0,408837.1,3660564.54
2017,2017-03-16,N18,2017-n18,180,56.8,22.3,20.9,67.5,21.8,10.7,408837.1,3660564.54
2017,2017-03-16,N19,2017-n19,20,53.2,19.7,27.2,63.3,22.3,14.4,408835.9799999999,3660484.61
2017,2017-03-16,N19,2017-n19,60,53.8,16.0,30.2,65.1,17.8,17.1,408835.9799999999,3660484.61
2017,2017-03-16,N19,2017-n19,100,52.8,13.7,33.5,64.9,14.7,20.5,408835.9799999999,3660484.61
2017,2017-03-16,N19,2017-n19,140,58.1,21.0,20.9,69.1,22.9,8.0,408835.9799999999,3660484.61
2017,2017-03-16,N19,2017-n19,180,72.5,9.7,17.9,82.9,11.4,5.7,408835.9799999999,3660484.61
2017,2017-03-16,N20,2017-n20,20,55.5,18.3,26.2,64.3,19.9,15.8,408849.49,3660444.34
2017,2017-03-16,N20,2017-n20,60,61.2,16.7,22.2,71.4,15.7,12.9,408849.49,3660444.34
2017,2017-03-16,N20,2017-n20,100,56.8,15.0,28.2,65.5,18.7,15.8,408849.49,3660444.34
2017,2017-03-16,N20,2017-n20,140,50.5,15.4,34.2,59.1,21.5,19.4,408849.49,3660444.34
2017,2017-03-16,N20,2017-n20,180,63.8,19.0,17.2,75.6,18.7,5.7,408849.49,3660444.34
2017,2017-03-16,N21,2017-n21,20,50.8,23.1,26.2,59.9,26.1,13.9,408850.73,3660524.39
2017,2017-03-16,N21,2017-n21,60,56.1,17.7,26.2,64.5,20.2,15.4,408850.73,3660524.39
2017,2017-03-16,N21,2017-n21,100,63.2,21.7,15.2,72.7,19.9,7.4,408850.73,3660524.39
2017,2017-03-16,N21,2017-n21,140,55.8,20.0,24.2,64.6,22.6,12.9,408850.73,3660524.39
2017,2017-03-16,N21,2017-n21,180,67.8,18.0,14.2,77.9,16.3,5.8,408850.73,3660524.39
2017,2017-03-16,N22,2017-n22,20,51.8,20.3,27.9,63.0,19.8,17.2,408879.1,3660563.9199999995
2017,2017-03-16,N22,2017-n22,60,56.5,13.7,29.9,67.3,14.2,18.5,408879.1,3660563.9199999995
2017,2017-03-16,N22,2017-n22,100,52.1,18.0,29.9,62.4,19.5,18.1,408879.1,3660563.9199999995
2017,2017-03-16,N22,2017-n22,140,38.1,22.1,39.9,49.1,26.5,24.4,408879.1,3660563.9199999995
2017,2017-03-16,N22,2017-n22,180,66.5,17.3,16.2,75.8,17.4,6.8,408879.1,3660563.9199999995
2017,2017-03-16,N23,2017-n23,20,53.8,21.0,25.2,62.4,22.2,15.5,408877.86,3660483.99
2017,2017-03-16,N23,2017-n23,60,53.1,24.7,22.2,62.2,24.7,13.2,408877.86,3660483.99
2017,2017-03-16,N23,2017-n23,100,54.8,24.0,21.2,64.4,24.6,11.0,408877.86,3660483.99
2017,2017-03-16,N24,2017-n24,20,57.2,19.7,23.2,66.5,20.5,13.0,408890.45,3660443.68
2017,2017-03-16,N24,2017-n24,60,58.1,19.7,22.2,68.4,18.4,13.2,408890.45,3660443.68
2017,2017-03-16,N24,2017-n24,100,61.5,20.4,18.2,70.7,20.9,8.4,408890.45,3660443.68
2017,2017-03-16,N24,2017-n24,140,68.5,14.4,17.2,77.9,13.3,8.8,408890.45,3660443.68
2017,2017-03-16,N25,2017-n25,20,50.5,14.7,34.9,60.1,19.1,20.8,408891.6,3660523.7
2017,2017-03-16,N25,2017-n25,60,60.7,8.7,30.6,71.4,9.3,19.2,408891.6,3660523.7
2017,2017-03-16,N25,2017-n25,100,63.5,18.3,18.2,74.7,16.5,8.8,408891.6,3660523.7
2017,2017-03-16,N25,2017-n25,140,56.5,21.3,22.2,67.3,22.4,10.3,408891.6,3660523.7
2017,2017-03-16,N25,2017-n25,180,67.5,12.3,20.2,76.9,13.2,9.9,408891.6,3660523.7
2017,2017-03-16,N26,2017-n26,20,52.5,13.4,34.2,63.2,12.6,24.3,408906.5,3660563.48
2017,2017-03-16,N26,2017-n26,60,56.1,18.7,25.2,67.3,16.5,16.2,408906.5,3660563.48
2017,2017-03-16,N26,2017-n26,100,48.8,21.0,30.2,59.2,24.6,16.3,408906.5,3660563.48
2017,2017-03-16,N26,2017-n26,140,44.1,20.7,35.2,54.7,24.6,20.7,408906.5,3660563.48
2017,2017-03-16,N26,2017-n26,180,72.8,8.1,19.2,83.9,6.2,9.9,408906.5,3660563.48
2017,2017-03-16,N27,2017-n27,20,52.8,12.7,34.5,63.3,13.2,23.5,408905.24,3660483.4599999995
2017,2017-03-16,N27,2017-n27,60,61.8,15.0,23.2,73.5,14.9,11.6,408905.24,3660483.4599999995
2017,2017-03-16,N27,2017-n27,100,56.5,19.3,24.2,67.3,21.9,10.7,408905.24,3660483.4599999995
2017,2017-03-16,N27,2017-n27,140,68.8,11.0,20.2,78.9,11.5,9.6,408905.24,3660483.4599999995
2017,2017-03-16,N27,2017-n27,180,71.1,6.0,22.9,81.9,5.7,12.5,408905.24,3660483.4599999995
2017,2017-03-16,N28,2017-n28,20,55.8,11.7,32.5,64.5,13.0,22.5,408933.33,3660442.99
2017,2017-03-16,N28,2017-n28,60,60.2,14.7,25.2,70.6,15.4,14.0,408933.33,3660442.99
2017,2017-03-16,N28,2017-n28,100,52.5,22.3,25.2,63.1,25.5,11.4,408933.33,3660442.99
2017,2017-03-16,N28,2017-n28,140,65.2,12.7,22.2,75.8,14.3,10.0,408933.33,3660442.99
2017,2017-03-16,N29,2017-n29,20,52.8,14.7,32.5,61.3,16.9,21.8,408934.59,3660523.13
2017,2017-03-16,N29,2017-n29,60,56.4,10.7,32.9,65.4,13.5,21.1,408934.59,3660523.13
2017,2017-03-16,N29,2017-n29,100,59.2,18.7,22.2,67.5,20.9,11.5,408934.59,3660523.13
2017,2017-03-16,N29,2017-n29,140,60.5,17.3,22.2,68.7,20.3,11.0,408934.59,3660523.13
2017,2017-03-16,N29,2017-n29,180,67.2,10.7,22.2,75.8,11.5,12.7,408934.59,3660523.13
2017,2017-03-16,N30,2017-n30,20,55.2,16.7,28.2,63.4,20.5,16.1,408949.38,3660562.91
2017,2017-03-16,N30,2017-n30,60,64.2,8.7,27.2,72.7,9.8,17.5,408949.38,3660562.91
2017,2017-03-16,N30,2017-n30,100,55.4,11.7,32.9,65.2,15.1,19.8,408949.38,3660562.91
2017,2017-03-16,N30,2017-n30,140,44.1,27.3,28.5,52.7,33.2,14.1,408949.38,3660562.91
2017,2017-03-16,N30,2017-n30,180,60.1,17.3,22.5,69.5,18.8,11.7,408949.38,3660562.91
2017,2017-03-16,N31,2017-n31,20,53.1,13.4,33.5,62.4,13.7,23.9,408948.12,3660482.89
2017,2017-03-16,N31,2017-n31,60,57.8,24.0,18.2,68.3,23.2,8.5,408948.12,3660482.89
2017,2017-03-16,N31,2017-n31,100,59.2,14.7,26.2,67.5,19.4,13.1,408948.12,3660482.89
2017,2017-03-16,N31,2017-n31,140,66.8,9.0,24.2,74.9,13.0,12.2,408948.12,3660482.89
2017,2017-03-16,N31,2017-n31,180,62.8,9.7,27.5,71.7,11.6,16.7,408948.12,3660482.89
2017,2017-03-16,N32,2017-n32,20,56.6,13.3,30.2,65.7,13.8,20.6,408961.76,3660442.65
2017,2017-03-16,N32,2017-n32,60,50.8,15.0,34.2,60.4,14.0,25.6,408961.76,3660442.65
2017,2017-03-16,N32,2017-n32,100,53.2,22.7,24.2,62.3,27.2,10.5,408961.76,3660442.65
2017,2017-03-16,N32,2017-n32,140,65.8,15.0,19.2,74.8,16.6,8.6,408961.76,3660442.65
2017,2017-03-16,N32,2017-n32,180,60.8,11.0,28.2,69.7,13.6,16.7,408961.76,3660442.65
2017,2017-03-16,N33,2017-n33,20,57.9,12.3,29.8,66.6,13.5,19.9,408963.02,3660522.67
